destination,time,statusCode,extract_date,flight number,airline,sche_dept_time,day,actual_dept_time,delay_time,delay_min,delay_hour,airlines,airlines_ranking
NRT,14:00,DA,2020-12-02,AA 9741,AA,1900-01-01 14:00:00,0 days 00:00:00.000000000,1900-01-01 14:01:00,0 days 00:01:00.000000000,1,0,American Airlines Inc.,74
TPE,14:10,DA,2020-12-02,CI 910,CI,1900-01-01 14:10:00,0 days 00:00:00.000000000,1900-01-01 14:58:00,0 days 00:48:00.000000000,48,0,China Airlines Ltd.,34
SIN,14:10,DA,2020-12-02,TR 979,TR,1900-01-01 14:10:00,0 days 00:00:00.000000000,1900-01-01 14:14:00,0 days 00:04:00.000000000,4,0,Scoot Tigerair Pte. Ltd dba Scoot,64
MNL,14:20,DA,2020-12-02,CX 919,CX,1900-01-01 14:20:00,0 days 00:00:00.000000000,1900-01-01 14:01:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
SVO,14:30,DA,2020-12-02,SU 213,SU,1900-01-01 14:30:00,0 days 00:00:00.000000000,1900-01-01 14:26:00,0 days 00:00:00.000000000,0,0,PJSC Aeroflot,22
PEK,14:35,DA,2020-12-02,CA 112,CA,1900-01-01 14:35:00,0 days 00:00:00.000000000,1900-01-01 15:01:00,0 days 00:26:00.000000000,26,0,Air China Cargo,100+
PER,15:15,DA,2020-12-02,CX 171,CX,1900-01-01 15:15:00,0 days 00:00:00.000000000,1900-01-01 15:10:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
NRT,15:20,DA,2020-12-02,NH 9646,NH,1900-01-01 15:20:00,0 days 00:00:00.000000000,1900-01-01 15:12:00,0 days 00:00:00.000000000,0,0,All Nippon Airways Co. Ltd.,3
PEK,15:30,DA,2020-12-02,CA 110,CA,1900-01-01 15:30:00,0 days 00:00:00.000000000,1900-01-01 15:27:00,0 days 00:00:00.000000000,0,0,Air China Cargo,100+
BKK,15:30,DA,2020-12-02,DE 7845,DE,1900-01-01 15:30:00,0 days 00:00:00.000000000,1900-01-01 15:30:00,0 days 00:00:00.000000000,0,0,Condor Flugdienst GmbH,100+
KUL,15:30,DA,2020-12-02,MH 073,MH,1900-01-01 15:30:00,0 days 00:00:00.000000000,1900-01-01 15:27:00,0 days 00:00:00.000000000,0,0,Malaysia Airlines Berhad dba Malaysia Airlines,36
RMQ,15:40,DA,2020-12-02,AE 1820,AE,1900-01-01 15:40:00,0 days 00:00:00.000000000,1900-01-01 15:16:00,0 days 00:00:00.000000000,0,0,Mandarin Airlines Ltd.,100+
SIN,15:45,DA,2020-12-02,TR 973,TR,1900-01-01 15:45:00,0 days 00:00:00.000000000,1900-01-01 15:35:00,0 days 00:00:00.000000000,0,0,Scoot Tigerair Pte. Ltd dba Scoot,64
NRT,15:55,DA,2020-12-02,JL 026,JL,1900-01-01 15:55:00,0 days 00:00:00.000000000,1900-01-01 15:45:00,0 days 00:00:00.000000000,0,0,"Japan Airlines Co., Ltd.",11
KHH,16:10,DA,2020-12-02,CI 936,CI,1900-01-01 16:10:00,0 days 00:00:00.000000000,1900-01-01 15:14:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
BKK,16:10,DA,2020-12-02,CX 701,CX,1900-01-01 16:10:00,0 days 00:00:00.000000000,1900-01-01 16:09:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
NRT,16:20,DA,2020-12-02,UA 2830,UA,1900-01-01 16:20:00,0 days 00:00:00.000000000,1900-01-01 16:04:00,0 days 00:00:00.000000000,0,0,"United Airlines, Inc.",68
SGN,16:50,DA,2020-12-02,CX 799,CX,1900-01-01 16:50:00,0 days 00:00:00.000000000,1900-01-01 16:54:00,0 days 00:04:00.000000000,4,0,Cathay Pacific Airways Ltd.,4
SIN,17:00,DA,2020-12-02,HX 2735,HX,1900-01-01 17:00:00,0 days 00:00:00.000000000,1900-01-01 17:22:00,0 days 00:22:00.000000000,22,0,Hong Kong Airlines Limited,24
CEB,17:30,DA,2020-12-02,CX 925,CX,1900-01-01 17:30:00,0 days 00:00:00.000000000,1900-01-01 17:23:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,17:45,DA,2020-12-02,CI 916,CI,1900-01-01 17:45:00,0 days 00:00:00.000000000,1900-01-01 17:35:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
TPE,18:15,DA,2020-12-02,BR 856,BR,1900-01-01 18:15:00,0 days 00:00:00.000000000,1900-01-01 18:05:00,0 days 00:00:00.000000000,0,0,EVA Airways Corporation,6
TPE,18:30,DA,2020-12-02,CX 402,CX,1900-01-01 18:30:00,0 days 00:00:00.000000000,1900-01-01 18:22:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
KHH,18:50,DA,2020-12-02,CI 938,CI,1900-01-01 18:50:00,0 days 00:00:00.000000000,1900-01-01 20:03:00,0 days 01:13:00.000000000,73,60,China Airlines Ltd.,34
SYD,18:55,DA,2020-12-02,CX 111,CX,1900-01-01 18:55:00,0 days 00:00:00.000000000,1900-01-01 18:56:00,0 days 00:01:00.000000000,1,0,Cathay Pacific Airways Ltd.,4
CGK,19:05,DA,2020-12-02,CX 797,CX,1900-01-01 19:05:00,0 days 00:00:00.000000000,1900-01-01 19:04:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
BNE,19:05,DA,2020-12-02,QF 098,QF,1900-01-01 19:05:00,0 days 00:00:00.000000000,1900-01-01 18:52:00,0 days 00:00:00.000000000,0,0,Qantas Airways Ltd.,8
DOH,19:05,DA,2020-12-02,QR 817,QR,1900-01-01 19:05:00,0 days 00:00:00.000000000,1900-01-01 18:59:00,0 days 00:00:00.000000000,0,0,Qatar Airways (Q.C.S.C.),1
SIN,19:15,DA,2020-12-02,TR 981,TR,1900-01-01 19:15:00,0 days 00:00:00.000000000,1900-01-01 19:15:00,0 days 00:00:00.000000000,0,0,Scoot Tigerair Pte. Ltd dba Scoot,64
KUL,19:15,DA,2020-12-02,MH 433,MH,1900-01-01 19:15:00,0 days 00:00:00.000000000,1900-01-01 19:21:00,0 days 00:06:00.000000000,6,0,Malaysia Airlines Berhad dba Malaysia Airlines,36
MNL,19:35,DA,2020-12-02,5J 117,5J,1900-01-01 19:35:00,0 days 00:00:00.000000000,1900-01-01 19:08:00,0 days 00:00:00.000000000,0,0,"Cebu Air, Inc dba Cebu Pacific Air",100+
TPE,19:40,DA,2020-12-02,BR 872,BR,1900-01-01 19:40:00,0 days 00:00:00.000000000,1900-01-01 19:11:00,0 days 00:00:00.000000000,0,0,EVA Airways Corporation,6
SIN,19:55,DA,2020-12-02,SQ 871,SQ,1900-01-01 19:55:00,0 days 00:00:00.000000000,1900-01-01 19:37:00,0 days 00:00:00.000000000,0,0,Singapore Airlines Limited,2
BKK,20:35,DA,2020-12-02,EK 385,EK,1900-01-01 20:35:00,0 days 00:00:00.000000000,1900-01-01 20:49:00,0 days 00:14:00.000000000,14,0,Emirates,5
POM,20:45,DA,2020-12-02,PX 019,PX,1900-01-01 20:45:00,0 days 00:00:00.000000000,1900-01-01 20:41:00,0 days 00:00:00.000000000,0,0,Air Niugini Pty Limited dba Air Niugini,100+
TLV,21:00,DA,2020-12-02,LY 076,LY,1900-01-01 21:00:00,0 days 00:00:00.000000000,1900-01-01 20:35:00,0 days 00:00:00.000000000,0,0,El Al Israel Airlines Ltd.,100+
TPE,21:10,DA,2020-12-02,CI 924,CI,1900-01-01 21:10:00,0 days 00:00:00.000000000,1900-01-01 21:03:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
BKK,21:10,DA,2020-12-02,HX 779,HX,1900-01-01 21:10:00,0 days 00:00:00.000000000,1900-01-01 20:56:00,0 days 00:00:00.000000000,0,0,Hong Kong Airlines Limited,24
TPE,21:10,DA,2020-12-02,BR 858,BR,1900-01-01 21:10:00,0 days 00:00:00.000000000,1900-01-01 20:57:00,0 days 00:00:00.000000000,0,0,EVA Airways Corporation,6
BKK,21:20,DA,2020-12-02,KL 848,KL,1900-01-01 21:20:00,0 days 00:00:00.000000000,1900-01-01 21:21:00,0 days 00:01:00.000000000,1,0,KLM,18
AKL,21:25,DA,2020-12-02,CX 113,CX,1900-01-01 21:25:00,0 days 00:00:00.000000000,1900-01-01 21:30:00,0 days 00:05:00.000000000,5,0,Cathay Pacific Airways Ltd.,4
GUM,21:25,DA,2020-12-02,UA 2851,UA,1900-01-01 21:25:00,0 days 00:00:00.000000000,1900-01-01 21:31:00,0 days 00:06:00.000000000,6,0,"United Airlines, Inc.",68
TPE,21:40,DA,2020-12-02,CI 928,CI,1900-01-01 21:40:00,0 days 00:00:00.000000000,1900-01-01 21:38:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
BKK,21:45,DA,2020-12-02,KL 820,KL,1900-01-01 21:45:00,0 days 00:00:00.000000000,1900-01-01 21:42:00,0 days 00:00:00.000000000,0,0,KLM,18
HGH,21:50,DA,2020-12-02,HX 128,HX,1900-01-01 21:50:00,0 days 00:00:00.000000000,1900-01-01 21:50:00,0 days 00:00:00.000000000,0,0,Hong Kong Airlines Limited,24
DAC,22:00,DA,2020-12-02,BG 079,BG,1900-01-01 22:00:00,0 days 00:00:00.000000000,1900-01-01 20:48:00,0 days 00:00:00.000000000,0,0,Biman Bangladesh Airlines Limited,100+
TPE,22:40,DA,2020-12-02,CI 922,CI,1900-01-01 22:40:00,0 days 00:00:00.000000000,1900-01-01 22:20:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
BKK,22:40,DA,2020-12-02,ET 609,ET,1900-01-01 22:40:00,0 days 00:00:00.000000000,1900-01-01 19:26:00,0 days 00:00:00.000000000,0,0,Emetebe S.A.,100+
HAN,23:20,DA,2020-12-02,CX 2743,CX,1900-01-01 23:20:00,0 days 00:00:00.000000000,1900-01-01 23:18:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
LHR,23:50,DA,2020-12-02,VS 207,VS,1900-01-01 23:50:00,1 days 00:00:00.000000000,1900-01-01 00:09:00,0 days 00:19:00.000000000,19,0,Virgin Atlantic Airways Limited,21
LHR,23:55,DA,2020-12-02,CX 251,CX,1900-01-01 23:55:00,1 days 00:00:00.000000000,1900-01-01 00:57:00,0 days 01:02:00.000000000,62,60,Cathay Pacific Airways Ltd.,4
AMM,00:00,DA,2020-12-03,RJ 1291,RJ,1900-01-01 00:00:00,1 days 00:00:00.000000000,1900-01-01 23:55:00,1 days 23:55:00.000000000,1435,1380,Royal Jordanian,97
LAX,00:15,DA,2020-12-03,CX 880,CX,1900-01-01 00:15:00,0 days 00:00:00.000000000,1900-01-01 00:28:00,0 days 00:13:00.000000000,13,0,Cathay Pacific Airways Ltd.,4
AMS,00:50,DA,2020-12-03,CX 271,CX,1900-01-01 00:50:00,0 days 00:00:00.000000000,1900-01-01 01:27:00,0 days 00:37:00.000000000,37,0,Cathay Pacific Airways Ltd.,4
LHR,01:00,DA,2020-12-03,CX 255,CX,1900-01-01 01:00:00,0 days 00:00:00.000000000,1900-01-01 01:58:00,0 days 00:58:00.000000000,58,0,Cathay Pacific Airways Ltd.,4
LHR,01:10,DA,2020-12-03,BA 032F,BA,1900-01-01 01:10:00,0 days 00:00:00.000000000,1900-01-01 01:10:00,0 days 00:00:00.000000000,0,0,British Airways p.l.c.,19
SIN,01:25,DA,2020-12-03,SQ 857,SQ,1900-01-01 01:25:00,0 days 00:00:00.000000000,1900-01-01 01:06:00,0 days 00:00:00.000000000,0,0,Singapore Airlines Limited,2
LHR,01:30,DA,2020-12-03,BA 028F,BA,1900-01-01 01:30:00,0 days 00:00:00.000000000,1900-01-01 01:35:00,0 days 00:05:00.000000000,5,0,British Airways p.l.c.,19
TLV,01:30,DA,2020-12-03,CX 675,CX,1900-01-01 01:30:00,0 days 00:00:00.000000000,1900-01-01 01:24:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
ICN,02:00,DA,2020-12-03,OZ 7463,OZ,1900-01-01 02:00:00,0 days 00:00:00.000000000,1900-01-01 02:14:00,0 days 00:14:00.000000000,14,0,Asiana Airlines Inc.,28
ZRH,02:30,DA,2020-12-03,LX 139,LX,1900-01-01 02:30:00,0 days 00:00:00.000000000,1900-01-01 03:11:00,0 days 00:41:00.000000000,41,0,SWISS International Air Lines Ltd dba SWISS,13
ICN,03:00,DA,2020-12-03,KE 612,KE,1900-01-01 03:00:00,0 days 00:00:00.000000000,1900-01-01 03:12:00,0 days 00:12:00.000000000,12,0,Korean Air Lines Co. Ltd.,35
JFK,03:20,DA,2020-12-03,CX 844,CX,1900-01-01 03:20:00,0 days 00:00:00.000000000,1900-01-01 04:17:00,0 days 00:57:00.000000000,57,0,Cathay Pacific Airways Ltd.,4
ICN,04:00,DA,2020-12-03,KE 8608,KE,1900-01-01 04:00:00,0 days 00:00:00.000000000,1900-01-01 04:02:00,0 days 00:02:00.000000000,2,0,Korean Air Lines Co. Ltd.,35
VKO,05:00,DA,2020-12-03,RL 9954,RL,1900-01-01 05:00:00,0 days 00:00:00.000000000,1900-01-01 05:19:00,0 days 00:19:00.000000000,19,0,JSC Royal Flight Airlines,100+
SYD,05:00,DA,2020-12-03,HX 2017,HX,1900-01-01 05:00:00,0 days 00:00:00.000000000,1900-01-01 04:38:00,0 days 00:00:00.000000000,0,0,Hong Kong Airlines Limited,24
ICN,05:55,DA,2020-12-03,AM 9023,AM,1900-01-01 05:55:00,0 days 00:00:00.000000000,1900-01-01 05:42:00,0 days 00:00:00.000000000,0,0,Aeromexico,100+
SGN,05:55,DA,2020-12-03,VN 595,VN,1900-01-01 05:55:00,0 days 00:00:00.000000000,1900-01-01 05:53:00,0 days 00:00:00.000000000,0,0,Vietnam Airlines JSC dba Vietnam Airlines JSC,56
MNL,07:40,DA,2020-12-03,CX 907,CX,1900-01-01 07:40:00,0 days 00:00:00.000000000,1900-01-01 07:50:00,0 days 00:10:00.000000000,10,0,Cathay Pacific Airways Ltd.,4
FUK,07:55,DA,2020-12-03,HX 2652,HX,1900-01-01 07:55:00,0 days 00:00:00.000000000,1900-01-01 07:51:00,0 days 00:00:00.000000000,0,0,Hong Kong Airlines Limited,24
NRT,08:25,DA,2020-12-03,CX 526,CX,1900-01-01 08:25:00,0 days 00:00:00.000000000,1900-01-01 08:20:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
SGN,08:25,DA,2020-12-03,CX 767,CX,1900-01-01 08:25:00,0 days 00:00:00.000000000,1900-01-01 08:27:00,0 days 00:02:00.000000000,2,0,Cathay Pacific Airways Ltd.,4
SYD,08:45,DA,2020-12-03,CX 139,CX,1900-01-01 08:45:00,0 days 00:00:00.000000000,1900-01-01 08:40:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
PEK,09:00,DA,2020-12-03,CX 386,CX,1900-01-01 09:00:00,0 days 00:00:00.000000000,1900-01-01 09:18:00,0 days 00:18:00.000000000,18,0,Cathay Pacific Airways Ltd.,4
PVG,09:00,DA,2020-12-03,HX 236,HX,1900-01-01 09:00:00,0 days 00:00:00.000000000,1900-01-01 09:03:00,0 days 00:03:00.000000000,3,0,Hong Kong Airlines Limited,24
TPE,09:05,DA,2020-12-03,HX 252,HX,1900-01-01 09:05:00,0 days 00:00:00.000000000,1900-01-01 09:07:00,0 days 00:02:00.000000000,2,0,Hong Kong Airlines Limited,24
SIN,09:10,DA,2020-12-03,CX 691,CX,1900-01-01 09:10:00,0 days 00:00:00.000000000,1900-01-01 09:08:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
LHR,09:20,DA,2020-12-03,VS 637,VS,1900-01-01 09:20:00,0 days 00:00:00.000000000,1900-01-01 09:27:00,0 days 00:07:00.000000000,7,0,Virgin Atlantic Airways Limited,21
CGK,09:20,DA,2020-12-03,CX 777,CX,1900-01-01 09:20:00,0 days 00:00:00.000000000,1900-01-01 09:30:00,0 days 00:10:00.000000000,10,0,Cathay Pacific Airways Ltd.,4
MNL,09:25,DA,2020-12-03,5J 111,5J,1900-01-01 09:25:00,0 days 00:00:00.000000000,1900-01-01 09:24:00,0 days 00:00:00.000000000,0,0,"Cebu Air, Inc dba Cebu Pacific Air",100+
CTS,09:30,DA,2020-12-03,HX 690,HX,1900-01-01 09:30:00,0 days 00:00:00.000000000,1900-01-01 09:30:00,0 days 00:00:00.000000000,0,0,Hong Kong Airlines Limited,24
NRT,09:40,DA,2020-12-03,UA 2864,UA,1900-01-01 09:40:00,0 days 00:00:00.000000000,1900-01-01 09:14:00,0 days 00:00:00.000000000,0,0,"United Airlines, Inc.",68
TPE,09:50,DA,2020-12-03,BR 892,BR,1900-01-01 09:50:00,0 days 00:00:00.000000000,1900-01-01 10:00:00,0 days 00:10:00.000000000,10,0,EVA Airways Corporation,6
PVG,09:55,DA,2020-12-03,CX 368,CX,1900-01-01 09:55:00,0 days 00:00:00.000000000,1900-01-01 10:04:00,0 days 00:09:00.000000000,9,0,Cathay Pacific Airways Ltd.,4
TPE,10:25,DA,2020-12-03,CX 494,CX,1900-01-01 10:25:00,0 days 00:00:00.000000000,1900-01-01 10:27:00,0 days 00:02:00.000000000,2,0,Cathay Pacific Airways Ltd.,4
NRT,10:30,DA,2020-12-03,CX 520,CX,1900-01-01 10:30:00,0 days 00:00:00.000000000,1900-01-01 10:52:00,0 days 00:22:00.000000000,22,0,Cathay Pacific Airways Ltd.,4
MEL,11:00,DA,2020-12-03,CX 163,CX,1900-01-01 11:00:00,0 days 00:00:00.000000000,1900-01-01 10:59:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
RMQ,11:00,DA,2020-12-03,UO 172,UO,1900-01-01 11:00:00,0 days 00:00:00.000000000,1900-01-01 10:48:00,0 days 00:00:00.000000000,0,0,Hong Kong Express Airways Limited,100+
TPE,11:05,DA,2020-12-03,CI 904,CI,1900-01-01 11:05:00,0 days 00:00:00.000000000,1900-01-01 10:39:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
NRT,11:05,DA,2020-12-03,CX 504,CX,1900-01-01 11:05:00,0 days 00:00:00.000000000,1900-01-01 11:00:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
FUK,11:10,DA,2020-12-03,CX 588,CX,1900-01-01 11:10:00,0 days 00:00:00.000000000,1900-01-01 11:19:00,0 days 00:09:00.000000000,9,0,Cathay Pacific Airways Ltd.,4
TPE,11:15,DA,2020-12-03,BR 852,BR,1900-01-01 11:15:00,0 days 00:00:00.000000000,1900-01-01 10:55:00,0 days 00:00:00.000000000,0,0,EVA Airways Corporation,6
KIX,11:30,DA,2020-12-03,HX 618,HX,1900-01-01 11:30:00,0 days 00:00:00.000000000,1900-01-01 14:53:00,0 days 03:23:00.000000000,203,180,Hong Kong Airlines Limited,24
MNL,11:30,DA,2020-12-03,PR 301,PR,1900-01-01 11:30:00,0 days 00:00:00.000000000,1900-01-01 11:25:00,0 days 00:00:00.000000000,0,0,"Philippine Airlines, Inc.",30
CGK,11:40,DA,2020-12-03,GA 8734,GA,1900-01-01 11:40:00,0 days 00:00:00.000000000,1900-01-01 11:11:00,0 days 00:00:00.000000000,0,0,PT. Garuda Indonesia (PERSERO) Tbk dba Garuda Indonesia,12
KIX,11:45,DA,2020-12-03,CX 506,CX,1900-01-01 11:45:00,0 days 00:00:00.000000000,1900-01-01 11:49:00,0 days 00:04:00.000000000,4,0,Cathay Pacific Airways Ltd.,4
HAN,11:55,DA,2020-12-03,HX 528,HX,1900-01-01 11:55:00,0 days 00:00:00.000000000,1900-01-01 21:04:00,0 days 09:09:00.000000000,549,540,Hong Kong Airlines Limited,24
BKK,12:00,DA,2020-12-03,CX 653,CX,1900-01-01 12:00:00,0 days 00:00:00.000000000,1900-01-01 12:04:00,0 days 00:04:00.000000000,4,0,Cathay Pacific Airways Ltd.,4
LAX,12:25,DA,2020-12-03,CX 884,CX,1900-01-01 12:25:00,0 days 00:00:00.000000000,1900-01-01 12:19:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
SIN,12:30,DA,2020-12-03,SQ 869,SQ,1900-01-01 12:30:00,0 days 00:00:00.000000000,1900-01-01 12:16:00,0 days 00:00:00.000000000,0,0,Singapore Airlines Limited,2
KUL,12:45,DA,2020-12-03,CX 725,CX,1900-01-01 12:45:00,0 days 00:00:00.000000000,1900-01-01 12:48:00,0 days 00:03:00.000000000,3,0,Cathay Pacific Airways Ltd.,4
CCU,12:50,DA,2020-12-03,5M 762,5M,1900-01-01 12:50:00,0 days 00:00:00.000000000,1900-01-01 12:17:00,0 days 00:00:00.000000000,0,0,Mediterranean Aviation Operations Company Ltd. dba MedOps,100+
PVG,13:40,DA,2020-12-03,CX 360,CX,1900-01-01 13:40:00,0 days 00:00:00.000000000,1900-01-01 13:37:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,13:40,DA,2020-12-03,HX 254,HX,1900-01-01 13:40:00,0 days 00:00:00.000000000,1900-01-01 13:46:00,0 days 00:06:00.000000000,6,0,Hong Kong Airlines Limited,24
NRT,14:00,DA,2020-12-03,AA 9741,AA,1900-01-01 14:00:00,0 days 00:00:00.000000000,1900-01-01 13:37:00,0 days 00:00:00.000000000,0,0,American Airlines Inc.,74
KUL,14:00,DA,2020-12-03,MH 073,MH,1900-01-01 14:00:00,0 days 00:00:00.000000000,1900-01-01 13:45:00,0 days 00:00:00.000000000,0,0,Malaysia Airlines Berhad dba Malaysia Airlines,36
TPE,14:10,DA,2020-12-03,CI 910,CI,1900-01-01 14:10:00,0 days 00:00:00.000000000,1900-01-01 13:30:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
MNL,14:20,DA,2020-12-03,CX 919,CX,1900-01-01 14:20:00,0 days 00:00:00.000000000,1900-01-01 14:24:00,0 days 00:04:00.000000000,4,0,Cathay Pacific Airways Ltd.,4
SVO,14:30,DA,2020-12-03,SU 213,SU,1900-01-01 14:30:00,0 days 00:00:00.000000000,1900-01-01 14:04:00,0 days 00:00:00.000000000,0,0,PJSC Aeroflot,22
BKK,14:40,DA,2020-12-03,FD 9001,FD,1900-01-01 14:40:00,0 days 00:00:00.000000000,1900-01-01 13:30:00,0 days 00:00:00.000000000,0,0,"Thai AirAsia Co., Ltd.",10
HND,14:55,DA,2020-12-03,NH 860,NH,1900-01-01 14:55:00,0 days 00:00:00.000000000,1900-01-01 14:32:00,0 days 00:00:00.000000000,0,0,All Nippon Airways Co. Ltd.,3
YVR,15:00,DA,2020-12-03,AC 008,AC,1900-01-01 15:00:00,0 days 00:00:00.000000000,1900-01-01 14:58:00,0 days 00:00:00.000000000,0,0,Air Canada,31
PER,15:15,DA,2020-12-03,CX 171,CX,1900-01-01 15:15:00,0 days 00:00:00.000000000,1900-01-01 15:20:00,0 days 00:05:00.000000000,5,0,Cathay Pacific Airways Ltd.,4
NRT,15:20,DA,2020-12-03,NH 9646,NH,1900-01-01 15:20:00,0 days 00:00:00.000000000,1900-01-01 15:10:00,0 days 00:00:00.000000000,0,0,All Nippon Airways Co. Ltd.,3
BKK,15:30,DA,2020-12-03,DE 7841,DE,1900-01-01 15:30:00,0 days 00:00:00.000000000,1900-01-01 15:22:00,0 days 00:00:00.000000000,0,0,Condor Flugdienst GmbH,100+
SIN,15:45,DA,2020-12-03,SQ 861,SQ,1900-01-01 15:45:00,0 days 00:00:00.000000000,1900-01-01 14:44:00,0 days 00:00:00.000000000,0,0,Singapore Airlines Limited,2
KHH,16:10,DA,2020-12-03,CI 936,CI,1900-01-01 16:10:00,0 days 00:00:00.000000000,1900-01-01 16:08:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
BKK,16:10,DA,2020-12-03,CX 701,CX,1900-01-01 16:10:00,0 days 00:00:00.000000000,1900-01-01 16:04:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
MNL,16:15,DA,2020-12-03,CX 903,CX,1900-01-01 16:15:00,0 days 00:00:00.000000000,1900-01-01 16:06:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
DXB,16:30,DA,2020-12-03,CX 731,CX,1900-01-01 16:30:00,0 days 00:00:00.000000000,1900-01-01 17:31:00,0 days 01:01:00.000000000,61,60,Cathay Pacific Airways Ltd.,4
SGN,16:50,DA,2020-12-03,CX 799,CX,1900-01-01 16:50:00,0 days 00:00:00.000000000,1900-01-01 16:44:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,16:55,DA,2020-12-03,HX 282,HX,1900-01-01 16:55:00,0 days 00:00:00.000000000,1900-01-01 16:57:00,0 days 00:02:00.000000000,2,0,Hong Kong Airlines Limited,24
SIN,17:00,DA,2020-12-03,HX 2735,HX,1900-01-01 17:00:00,0 days 00:00:00.000000000,1900-01-01 17:25:00,0 days 00:25:00.000000000,25,0,Hong Kong Airlines Limited,24
RMQ,17:00,DA,2020-12-03,AE 1820,AE,1900-01-01 17:00:00,0 days 00:00:00.000000000,1900-01-01 16:44:00,0 days 00:00:00.000000000,0,0,Mandarin Airlines Ltd.,100+
AKL,17:20,DA,2020-12-03,NZ 080,NZ,1900-01-01 17:20:00,0 days 00:00:00.000000000,1900-01-01 17:27:00,0 days 00:07:00.000000000,7,0,Air New Zealand Limited,16
CEB,17:30,DA,2020-12-03,CX 925,CX,1900-01-01 17:30:00,0 days 00:00:00.000000000,1900-01-01 17:24:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,17:45,DA,2020-12-03,CI 916,CI,1900-01-01 17:45:00,0 days 00:00:00.000000000,1900-01-01 17:39:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
YYZ,18:00,DA,2020-12-03,AC 7154,AC,1900-01-01 18:00:00,0 days 00:00:00.000000000,1900-01-01 17:52:00,0 days 00:00:00.000000000,0,0,Air Canada,31
ADD,18:00,DA,2020-12-03,ET 665,ET,1900-01-01 18:00:00,0 days 00:00:00.000000000,1900-01-01 18:01:00,0 days 00:01:00.000000000,1,0,Emetebe S.A.,100+
SIN,18:15,DA,2020-12-03,TR 981,TR,1900-01-01 18:15:00,0 days 00:00:00.000000000,1900-01-01 18:16:00,0 days 00:01:00.000000000,1,0,Scoot Tigerair Pte. Ltd dba Scoot,64
HAN,18:25,DA,2020-12-03,CX 743,CX,1900-01-01 18:25:00,0 days 00:00:00.000000000,1900-01-01 18:27:00,0 days 00:02:00.000000000,2,0,Cathay Pacific Airways Ltd.,4
TPE,18:30,DA,2020-12-03,CX 402,CX,1900-01-01 18:30:00,0 days 00:00:00.000000000,1900-01-01 18:19:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
KHH,18:50,DA,2020-12-03,CI 938,CI,1900-01-01 18:50:00,0 days 00:00:00.000000000,1900-01-01 18:27:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
SYD,18:55,DA,2020-12-03,CX 111,CX,1900-01-01 18:55:00,0 days 00:00:00.000000000,1900-01-01 18:52:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
BKK,18:55,DA,2020-12-03,TG 639,TG,1900-01-01 18:55:00,0 days 00:00:00.000000000,1900-01-01 18:23:00,0 days 00:00:00.000000000,0,0,Thai Airways International Public Company Ltd. dba Thai,100+
CGK,19:05,DA,2020-12-03,CX 797,CX,1900-01-01 19:05:00,0 days 00:00:00.000000000,1900-01-01 19:07:00,0 days 00:02:00.000000000,2,0,Cathay Pacific Airways Ltd.,4
