destination,terminal,aisle,gate,time,flight,statusCode,status,extract_date
"['BKK', 'MAD']",TT,,,15:30,"[{'no': 'DE 7843', 'airline': 'CFG'}]",DA,Dep 15:13,2020-12-08
['RMQ'],T1,,10,15:40,"[{'no': 'AE 1820', 'airline': 'MDA'}]",DA,Dep 15:40,2020-12-08
['SIN'],T1,,32,15:45,"[{'no': 'SQ 861', 'airline': 'SIA'}, {'no': 'VA 5642', 'airline': 'VOZ'}, {'no': 'AC 6301', 'airline': 'ACA'}]",DA,Dep 14:56,2020-12-08
['HND'],T1,,7,15:55,"[{'no': 'JL 026', 'airline': 'JAL'}, {'no': 'HA 5000', 'airline': 'HAL'}, {'no': 'CX 6320', 'airline': 'CPA'}]",DA,Dep 15:48,2020-12-08
['BKK'],T1,B,49,16:05,"[{'no': 'CX 701', 'airline': 'CPA'}, {'no': 'AC 9763', 'airline': 'ACA'}, {'no': 'PG 4560', 'airline': 'BKP'}, {'no': 'QR 3451', 'airline': 'QTR'}]",DA,Dep 16:02,2020-12-08
['KHH'],T1,,24,16:10,"[{'no': 'CI 936', 'airline': 'CAL'}, {'no': 'AE 5216', 'airline': 'MDA'}]",DA,Dep 15:34,2020-12-08
['XMN'],T1,J,11,16:10,"[{'no': 'MF 382', 'airline': 'CXA'}, {'no': 'CZ 4028', 'airline': 'CSN'}]",DA,Dep 16:39,2020-12-08
['MNL'],T1,B,47,16:15,"[{'no': 'CX 903', 'airline': 'CPA'}, {'no': 'AC 9785', 'airline': 'ACA'}]",DA,Dep 16:15,2020-12-08
['SGN'],T1,B,43,16:50,"[{'no': 'CX 799', 'airline': 'CPA'}, {'no': 'BA 4563', 'airline': 'BAW'}, {'no': 'JL 7927', 'airline': 'JAL'}, {'no': 'QR 5820', 'airline': 'QTR'}, {'no': 'AY 5853', 'airline': 'FIN'}, {'no': 'QF 8241', 'airline': 'QFA'}, {'no': 'VN 3561', 'airline': 'HVN'}, {'no': 'AC 9769', 'airline': 'ACA'}]",DA,Dep 16:50,2020-12-08
['TPE'],T1,,31,16:55,"[{'no': 'HX 282', 'airline': 'CRK'}, {'no': 'BR 2892', 'airline': 'EVA'}]",DA,Dep 16:58,2020-12-08
['TPE'],T1,F,28,17:45,"[{'no': 'CI 916', 'airline': 'CAL'}]",DA,Dep 17:36,2020-12-08
['HAN'],T1,B,,18:25,"[{'no': 'CX 743', 'airline': 'CPA'}]",DA,Dep 19:06,2020-12-08
['TPE'],T1,B,36,18:30,"[{'no': 'CX 402', 'airline': 'CPA'}]",DA,Dep 18:35,2020-12-08
['KHH'],T1,,10,18:50,"[{'no': 'CI 938', 'airline': 'CAL'}, {'no': 'AE 5218', 'airline': 'MDA'}]",DA,Dep 18:31,2020-12-08
['SYD'],T1,B,,18:55,"[{'no': 'CX 111', 'airline': 'CPA'}, {'no': 'OM 5601', 'airline': 'MGL'}, {'no': 'LX 9501', 'airline': 'SWR'}, {'no': 'LA 5643', 'airline': 'LAN'}, {'no': 'QR 3463', 'airline': 'QTR'}, {'no': 'BA 4133', 'airline': 'BAW'}, {'no': 'AY 5841', 'airline': 'FIN'}, {'no': 'LH 7001', 'airline': 'DLH'}]",DA,Dep 18:53,2020-12-08
['CGK'],T1,B,,19:05,"[{'no': 'CX 797', 'airline': 'CPA'}, {'no': 'BA 4575', 'airline': 'BAW'}, {'no': 'QR 5809', 'airline': 'QTR'}, {'no': 'AA 8917', 'airline': 'AAL'}]",DA,Dep 18:58,2020-12-08
['DOH'],T1,E,29,19:05,"[{'no': 'QR 817', 'airline': 'QTR'}, {'no': 'CX 9291', 'airline': 'CPA'}, {'no': 'IB 7924', 'airline': 'IBE'}]",DA,Dep 19:02,2020-12-08
['SIN'],T1,L,30,19:15,"[{'no': 'TR 981', 'airline': 'TGW'}, {'no': 'SQ 8505', 'airline': 'SIA'}]",DA,Dep 19:19,2020-12-08
['MNL'],T1,,24,19:35,"[{'no': '5J 117', 'airline': 'CEB'}]",DA,Dep 19:24,2020-12-08
['TPE'],T1,,31,19:40,"[{'no': 'BR 872', 'airline': 'EVA'}, {'no': 'HX 1832', 'airline': 'CRK'}]",DA,Dep 19:13,2020-12-08
['JFK'],T1,B,28,19:45,"[{'no': 'CX 846', 'airline': 'CPA'}, {'no': 'AA 8928', 'airline': 'AAL'}, {'no': 'MH 9186', 'airline': 'MAS'}]",DA,Dep 21:21,2020-12-08
"['BKK', 'DXB']",T1,G,62,20:35,"[{'no': 'EK 385', 'airline': 'UAE'}]",DA,Dep 20:30,2020-12-08
['TLV'],T1,,,21:00,"[{'no': 'LY 076', 'airline': 'ELY'}, {'no': 'QF 5015', 'airline': 'QFA'}, {'no': 'VN 3755', 'airline': 'HVN'}, {'no': 'HX 1976', 'airline': 'CRK'}]",DA,Dep 20:30,2020-12-08
['SYD'],T1,B,27,21:05,"[{'no': 'CX 161', 'airline': 'CPA'}, {'no': 'OM 5605', 'airline': 'MGL'}, {'no': 'AY 5091', 'airline': 'FIN'}, {'no': 'LA 5644', 'airline': 'LAN'}, {'no': 'QR 3461', 'airline': 'QTR'}, {'no': 'BA 4137', 'airline': 'BAW'}]",DA,Dep 21:00,2020-12-08
['TPE'],T1,,36,21:10,"[{'no': 'CI 924', 'airline': 'CAL'}]",DA,Dep 20:43,2020-12-08
"['BKK', 'AMS']",T1,D,29,21:20,"[{'no': 'KL 848', 'airline': 'KLM'}]",DA,Dep 21:21,2020-12-08
['AKL'],T1,B,26,21:25,"[{'no': 'CX 113', 'airline': 'CPA'}, {'no': 'QR 3455', 'airline': 'QTR'}, {'no': 'BA 4551', 'airline': 'BAW'}, {'no': 'NZ 4994', 'airline': 'ANZ'}, {'no': 'LX 9521', 'airline': 'SWR'}, {'no': 'LA 5633', 'airline': 'LAN'}, {'no': 'AY 5101', 'airline': 'FIN'}, {'no': 'LH 7021', 'airline': 'DLH'}]",DA,Dep 21:28,2020-12-08
"['GUM', 'LAX']",T1,,36,21:25,"[{'no': 'UA 2851', 'airline': 'UAL'}]",DA,Dep 03:35 (09/12/2020),2020-12-08
['TPE'],T1,,24,21:40,"[{'no': 'CI 928', 'airline': 'CAL'}]",DA,Dep 21:40,2020-12-08
['YVR'],T1,,,21:50,"[{'no': 'AC 7206', 'airline': 'ACA'}]",DA,Dep 21:43,2020-12-08
['HGH'],T1,,11,21:50,"[{'no': 'HX 128', 'airline': 'CRK'}, {'no': 'HU 8518', 'airline': 'CHH'}]",DA,Dep 21:44,2020-12-08
['TPE'],T1,,27,22:40,"[{'no': 'CI 922', 'airline': 'CAL'}]",DA,Dep 22:47,2020-12-08
['IST'],T1,D,49,23:05,"[{'no': 'TK 071', 'airline': 'THY'}, {'no': 'HX 3671', 'airline': 'CRK'}, {'no': 'NZ 4851', 'airline': 'ANZ'}]",DA,Dep 22:39,2020-12-08
['LHR'],T1,J,41,23:45,"[{'no': 'BA 028', 'airline': 'BAW'}]",DA,Dep 00:16 (09/12/2020),2020-12-08
['LHR'],T1,,45,23:50,"[{'no': 'VS 207', 'airline': 'VIR'}]",DA,Dep 00:19 (09/12/2020),2020-12-08
['SYD'],T1,B,23,23:55,"[{'no': 'CX 101', 'airline': 'CPA'}, {'no': 'OM 5603', 'airline': 'MGL'}, {'no': 'QR 5810', 'airline': 'QTR'}, {'no': 'AY 5093', 'airline': 'FIN'}, {'no': 'BA 4131', 'airline': 'BAW'}]",DA,Dep 23:53,2020-12-08
['LHR'],T1,B,32,23:55,"[{'no': 'CX 251', 'airline': 'CPA'}]",DA,Dep 00:02 (09/12/2020),2020-12-08
['MEL'],T1,B,3,00:05,"[{'no': 'CX 105', 'airline': 'CPA'}, {'no': 'OM 5613', 'airline': 'MGL'}, {'no': 'LX 9513', 'airline': 'SWR'}, {'no': 'BA 4567', 'airline': 'BAW'}, {'no': 'AY 5095', 'airline': 'FIN'}, {'no': 'LH 7013', 'airline': 'DLH'}, {'no': 'QR 5830', 'airline': 'QTR'}]",DA,Dep 00:01,2020-12-09
['LAX'],T1,B,31,00:15,"[{'no': 'CX 880', 'airline': 'CPA'}, {'no': 'MH 9190', 'airline': 'MAS'}, {'no': 'AA 8933', 'airline': 'AAL'}]",DA,Dep 00:09,2020-12-09
['AMS'],T1,B,28,00:50,"[{'no': 'CX 271', 'airline': 'CPA'}]",DA,Dep 00:51,2020-12-09
['SFO'],T1,B,36,00:55,"[{'no': 'CX 872', 'airline': 'CPA'}, {'no': 'MH 9198', 'airline': 'MAS'}, {'no': 'AA 8930', 'airline': 'AAL'}]",DA,Dep 00:57,2020-12-09
['ICN'],T1,G,24,00:55,"[{'no': 'KE 608', 'airline': 'KAL'}, {'no': 'DL 7916', 'airline': 'DAL'}]",DA,Dep 00:38,2020-12-09
['LHR'],T1,B,35,01:00,"[{'no': 'CX 255', 'airline': 'CPA'}]",DA,Dep 01:10,2020-12-09
['YVR'],T1,B,43,01:00,"[{'no': 'CX 888', 'airline': 'CPA'}]",DA,Dep 01:01,2020-12-09
['LHR'],T1,,8,01:10,"[{'no': 'BA 032F', 'airline': 'BAW'}]",DA,Dep 01:12,2020-12-09
['SIN'],T1,,29,01:25,"[{'no': 'SQ 857', 'airline': 'SIA'}, {'no': 'MK 8205', 'airline': 'MAU'}, {'no': 'VA 5640', 'airline': 'VOZ'}]",DA,Dep 00:40,2020-12-09
['MAN'],T1,B,9,01:35,"[{'no': 'CX 219', 'airline': 'CPA'}]",DA,Dep 01:37,2020-12-09
"['CCU', 'DEL']",T1,,,02:10,"[{'no': '6E 9149', 'airline': 'IGO'}]",DA,Dep 03:43,2020-12-09
['MNL'],T1,K,11,02:15,"[{'no': 'HX 781', 'airline': 'CRK'}]",DA,Dep 02:12,2020-12-09
['NAN'],T1,,23,03:00,"[{'no': 'FJ 1392', 'airline': 'FJI'}]",DA,Dep 02:54,2020-12-09
['ICN'],T1,,62,03:00,"[{'no': 'KE 612', 'airline': 'KAL'}, {'no': 'DL 9041', 'airline': 'DAL'}]",DA,Dep 03:03,2020-12-09
['HAN'],T1,,35,04:00,"[{'no': 'VN 593', 'airline': 'HVN'}, {'no': 'CX 1791', 'airline': 'CPA'}]",DA,Dep 03:51,2020-12-09
['ICN'],T1,,60,04:00,"[{'no': 'KE 8608', 'airline': 'KAL'}]",DA,Dep 03:47,2020-12-09
['SYD'],T1,K,,05:00,"[{'no': 'HX 2017', 'airline': 'CRK'}]",DA,Dep 05:03,2020-12-09
"['BKK', 'SVO']",TT,,,05:30,"[{'no': 'RL 9924', 'airline': 'ABG'}]",DA,Dep 04:42,2020-12-09
"['CCU', 'DEL']",T1,G,28,05:30,"[{'no': 'AI 1317', 'airline': 'AIC'}]",DA,Dep 05:48,2020-12-09
"['ICN', 'MEX']",TT,,29,05:55,"[{'no': 'AM 9021', 'airline': 'AMX'}]",DA,Dep 05:54,2020-12-09
['MNL'],T1,B,31,07:40,"[{'no': 'CX 907', 'airline': 'CPA'}]",DA,Dep 08:33,2020-12-09
['SGN'],T1,B,43,08:25,"[{'no': 'CX 767', 'airline': 'CPA'}, {'no': 'AA 8910', 'airline': 'AAL'}, {'no': 'VN 3563', 'airline': 'HVN'}, {'no': 'QF 8239', 'airline': 'QFA'}]",DA,Dep 08:14,2020-12-09
['PEK'],T1,B,4,09:00,"[{'no': 'CX 386', 'airline': 'CPA'}, {'no': 'CA 6604', 'airline': 'CCA'}]",DA,Dep 08:51,2020-12-09
['PVG'],T1,K,9,09:00,"[{'no': 'HX 236', 'airline': 'CRK'}, {'no': 'HU 8492', 'airline': 'CHH'}]",DA,Dep 08:53,2020-12-09
['TPE'],T1,K,,09:05,"[{'no': 'HX 252', 'airline': 'CRK'}, {'no': 'BR 2898', 'airline': 'EVA'}]",DA,Dep 08:58,2020-12-09
['ICN'],T1,B,47,09:20,"[{'no': 'CX 410', 'airline': 'CPA'}, {'no': 'QF 8223', 'airline': 'QFA'}, {'no': 'AA 8887', 'airline': 'AAL'}]",DA,Dep 09:22,2020-12-09
['LHR'],T1,,27,09:20,"[{'no': 'VS 637', 'airline': 'VIR'}]",DA,Dep 09:17,2020-12-09
['CMB'],T1,,8,09:25,"[{'no': 'UL 897', 'airline': 'ALK'}]",DA,Dep 09:22,2020-12-09
['CMB'],T1,B,66,09:25,"[{'no': 'CX 611', 'airline': 'CPA'}]",DA,Dep 09:31,2020-12-09
['NRT'],T1,K,,09:30,"[{'no': 'HX 608', 'airline': 'CRK'}, {'no': 'AI 7160', 'airline': 'AIC'}]",DA,Dep 09:30,2020-12-09
['CTS'],T1,K,30,09:30,"[{'no': 'HX 690', 'airline': 'CRK'}]",DA,Dep 09:29,2020-12-09
"['NRT', 'ORD']",T1,,5,09:40,"[{'no': 'UA 2864', 'airline': 'UAL'}]",DA,Dep 09:12,2020-12-09
['PVG'],T1,B,3,09:55,"[{'no': 'CX 368', 'airline': 'CPA'}]",DA,Dep 09:54,2020-12-09
['DAC'],T1,,43,11:00,"[{'no': 'BG 079', 'airline': 'BBC'}]",DA,Dep 15:25,2020-12-09
['TPE'],T1,F,9,11:05,"[{'no': 'CI 904', 'airline': 'CAL'}]",DA,Dep 11:02,2020-12-09
['TPE'],T1,E,24,11:15,"[{'no': 'BR 852', 'airline': 'EVA'}, {'no': 'HX 1822', 'airline': 'CRK'}]",DA,Dep 11:27,2020-12-09
['ORD'],T1,B,32,11:30,"[{'no': 'CX 806', 'airline': 'CPA'}, {'no': 'AA 8921', 'airline': 'AAL'}]",DA,Dep 11:20,2020-12-09
['MNL'],T1,F,43,11:30,"[{'no': 'PR 301', 'airline': 'PAL'}]",DA,Dep 10:59,2020-12-09
['CGK'],T1,,11,11:40,"[{'no': 'GA 8734', 'airline': 'GIA'}]",DA,Dep 11:25,2020-12-09
['KIX'],T1,B,26,11:45,"[{'no': 'CX 506', 'airline': 'CPA'}, {'no': 'JL 7052', 'airline': 'JAL'}]",DA,Dep 11:49,2020-12-09
['BKK'],T1,B,7,12:00,"[{'no': 'CX 653', 'airline': 'CPA'}, {'no': 'PG 4556', 'airline': 'BKP'}, {'no': 'AY 5843', 'airline': 'FIN'}, {'no': 'AA 8941', 'airline': 'AAL'}]",DA,Dep 12:08,2020-12-09
['LAX'],T1,B,64,12:25,"[{'no': 'CX 884', 'airline': 'CPA'}, {'no': 'AA 8937', 'airline': 'AAL'}, {'no': 'LA 5635', 'airline': 'LAN'}, {'no': 'MH 9200', 'airline': 'MAS'}]",DA,Dep 12:19,2020-12-09
['TPE'],T1,,23,12:25,"[{'no': 'BR 868', 'airline': 'EVA'}]",DA,Dep 12:10,2020-12-09
['SIN'],T1,F,27,12:30,"[{'no': 'SQ 891', 'airline': 'SIA'}, {'no': 'VA 5650', 'airline': 'VOZ'}]",DA,Dep 12:14,2020-12-09
['KUL'],T1,B,70,12:45,"[{'no': 'CX 725', 'airline': 'CPA'}]",DA,Dep 12:36,2020-12-09
['PVG'],T1,B,68,13:40,"[{'no': 'CX 360', 'airline': 'CPA'}]",DA,Dep 13:39,2020-12-09
['TPE'],T1,K,11,13:40,"[{'no': 'HX 254', 'airline': 'CRK'}, {'no': 'BR 2900', 'airline': 'EVA'}]",DA,Dep 16:51,2020-12-09
"['NRT', 'LAX']",T1,,7,14:00,"[{'no': 'AA 9741', 'airline': 'AAL'}]",DA,Dep 14:14,2020-12-09
['TPE'],T1,F,11,14:10,"[{'no': 'CI 910', 'airline': 'CAL'}]",DA,Dep 14:01,2020-12-09
['SIN'],T1,,30,14:10,"[{'no': 'TR 979', 'airline': 'TGW'}]",DA,Dep 14:06,2020-12-09
['MNL'],T1,B,28,14:20,"[{'no': 'CX 919', 'airline': 'CPA'}]",DA,Dep 14:18,2020-12-09
['SVO'],T1,,8,14:30,"[{'no': 'SU 213', 'airline': 'AFL'}]",DA,Dep 14:33,2020-12-09
['PEK'],T1,J,10,14:35,"[{'no': 'CA 112', 'airline': 'CCA'}, {'no': 'CX 6112', 'airline': 'CPA'}]",DA,Dep 14:27,2020-12-09
['PER'],T1,B,33,15:15,"[{'no': 'CX 171', 'airline': 'CPA'}, {'no': 'OM 5621', 'airline': 'MGL'}, {'no': 'QF 8236', 'airline': 'QFA'}, {'no': 'AY 5847', 'airline': 'FIN'}, {'no': 'JL 7905', 'airline': 'JAL'}, {'no': 'BA 4145', 'airline': 'BAW'}]",DA,Dep 15:12,2020-12-09
['NRT'],T1,,32,15:20,"[{'no': 'NH 9646', 'airline': 'ANA'}]",DA,Dep 14:49,2020-12-09
['PEK'],T1,,9,15:30,"[{'no': 'CA 110', 'airline': 'CCA'}, {'no': 'CX 6110', 'airline': 'CPA'}]",DA,Dep 15:40,2020-12-09
"['BKK', 'MAD']",TT,,,15:30,"[{'no': 'DE 7847', 'airline': 'CFG'}]",DA,Dep 15:07,2020-12-09
['TPE'],T1,,26,15:30,"[{'no': 'BR 870', 'airline': 'EVA'}]",DA,Dep 15:12,2020-12-09
['KUL'],T1,,23,15:35,"[{'no': 'MH 073', 'airline': 'MAS'}]",DA,Dep 15:29,2020-12-09
['RMQ'],T1,,7,15:40,"[{'no': 'AE 1820', 'airline': 'MDA'}]",DA,Dep 16:07,2020-12-09
['SIN'],T1,,30,15:45,"[{'no': 'TR 973', 'airline': 'TGW'}]",DA,Dep 15:49,2020-12-09
['NRT'],T1,G,24,15:55,"[{'no': 'JL 026', 'airline': 'JAL'}]",DA,Dep 15:50,2020-12-09
['BKK'],T1,B,41,16:05,"[{'no': 'CX 701', 'airline': 'CPA'}, {'no': 'QR 3451', 'airline': 'QTR'}, {'no': 'AC 9763', 'airline': 'ACA'}, {'no': 'PG 4560', 'airline': 'BKP'}, {'no': 'FJ 5454', 'airline': 'FJI'}]",DA,Dep 15:59,2020-12-09
['KHH'],T1,,10,16:10,"[{'no': 'CI 936', 'airline': 'CAL'}, {'no': 'AE 5216', 'airline': 'MDA'}]",DA,Dep 15:34,2020-12-09
"['NRT', 'ORD']",T1,,66,16:20,"[{'no': 'UA 2830', 'airline': 'UAL'}]",DA,Dep 16:15,2020-12-09
['LAX'],T1,B,1,16:40,"[{'no': 'CX 882', 'airline': 'CPA'}, {'no': 'MH 9192', 'airline': 'MAS'}, {'no': 'AA 8935', 'airline': 'AAL'}, {'no': 'LA 5634', 'airline': 'LAN'}]",DA,Dep 16:44,2020-12-09
['SGN'],T1,B,47,16:50,"[{'no': 'CX 799', 'airline': 'CPA'}, {'no': 'BA 4563', 'airline': 'BAW'}, {'no': 'QF 8241', 'airline': 'QFA'}, {'no': 'AY 5853', 'airline': 'FIN'}, {'no': 'VN 3561', 'airline': 'HVN'}, {'no': 'S7 4893', 'airline': 'SBI'}, {'no': 'QR 5820', 'airline': 'QTR'}, {'no': 'AC 9769', 'airline': 'ACA'}, {'no': 'JL 7927', 'airline': 'JAL'}]",DA,Dep 16:50,2020-12-09
['TPE'],T1,K,62,16:55,"[{'no': 'HX 282', 'airline': 'CRK'}, {'no': 'BR 2892', 'airline': 'EVA'}]",DA,Dep 20:48,2020-12-09
['SIN'],T1,K,11,17:00,"[{'no': 'HX 2735', 'airline': 'CRK'}]",DA,Dep 22:43,2020-12-09
['CEB'],T1,B,28,17:30,"[{'no': 'CX 925', 'airline': 'CPA'}, {'no': 'PR 925', 'airline': 'PAL'}, {'no': 'AC 9779', 'airline': 'ACA'}]",DA,Dep 17:34,2020-12-09
['TPE'],T1,,7,17:45,"[{'no': 'CI 916', 'airline': 'CAL'}]",DA,Dep 17:54,2020-12-09
['TPE'],T1,B,,18:30,"[{'no': 'CX 402', 'airline': 'CPA'}]",DA,Dep 18:27,2020-12-09
['TPE'],T1,,11,18:40,"[{'no': 'BR 856', 'airline': 'EVA'}]",DA,Dep 18:06,2020-12-09
['KHH'],T1,,10,18:50,"[{'no': 'CI 938', 'airline': 'CAL'}, {'no': 'AE 5218', 'airline': 'MDA'}]",DA,Dep 18:18,2020-12-09
['SYD'],T1,B,62,18:55,"[{'no': 'CX 111', 'airline': 'CPA'}, {'no': 'AY 5841', 'airline': 'FIN'}, {'no': 'OM 5601', 'airline': 'MGL'}, {'no': 'LX 9501', 'airline': 'SWR'}, {'no': 'LA 5643', 'airline': 'LAN'}, {'no': 'LH 7001', 'airline': 'DLH'}, {'no': 'BA 4133', 'airline': 'BAW'}, {'no': 'QR 3463', 'airline': 'QTR'}]",DA,Dep 19:20,2020-12-09
['CGK'],T1,B,64,19:05,"[{'no': 'CX 797', 'airline': 'CPA'}, {'no': 'BA 4575', 'airline': 'BAW'}, {'no': 'QR 5809', 'airline': 'QTR'}, {'no': 'AA 8917', 'airline': 'AAL'}]",DA,Dep 18:58,2020-12-09
['BNE'],T1,,,19:05,"[{'no': 'QF 098', 'airline': 'QFA'}]",DA,Dep 18:51,2020-12-09
['DOH'],T1,E,60,19:05,"[{'no': 'QR 817', 'airline': 'QTR'}, {'no': 'CX 9291', 'airline': 'CPA'}, {'no': 'IB 7924', 'airline': 'IBE'}]",DA,Dep 19:07,2020-12-09
['SIN'],T1,L,28,19:15,"[{'no': 'TR 981', 'airline': 'TGW'}, {'no': 'SQ 8505', 'airline': 'SIA'}]",DA,Dep 19:15,2020-12-09
['MNL'],T1,,41,19:35,"[{'no': '5J 117', 'airline': 'CEB'}]",DA,Dep 19:04,2020-12-09
['TPE'],T1,,7,19:40,"[{'no': 'BR 872', 'airline': 'EVA'}, {'no': 'HX 1832', 'airline': 'CRK'}]",DA,Dep 19:07,2020-12-09
['SIN'],T1,,24,19:55,"[{'no': 'SQ 871', 'airline': 'SIA'}, {'no': 'VA 5647', 'airline': 'VOZ'}, {'no': 'ET 1324', 'airline': 'ETH'}]",DA,Dep 19:17,2020-12-09
['AMM'],T1,,30,20:00,"[{'no': 'RJ 1291', 'airline': 'RJA'}]",DA,Dep 19:27,2020-12-09
"['BKK', 'DXB']",T1,G,66,20:35,"[{'no': 'EK 385', 'airline': 'UAE'}]",DA,Dep 20:38,2020-12-09
['POM'],T1,G,11,20:45,"[{'no': 'PX 019', 'airline': 'ANG'}, {'no': 'CX 6899', 'airline': 'CPA'}]",DA,Dep 20:47,2020-12-09
['TLV'],T1,,29,21:00,"[{'no': 'LY 076', 'airline': 'ELY'}, {'no': 'VN 3755', 'airline': 'HVN'}, {'no': 'QF 5015', 'airline': 'QFA'}, {'no': 'HX 1976', 'airline': 'CRK'}]",DA,Dep 20:33,2020-12-09
['TPE'],T1,,8,21:10,"[{'no': 'CI 924', 'airline': 'CAL'}]",DA,Dep 21:03,2020-12-09
"['BKK', 'AMS']",T1,D,26,21:20,"[{'no': 'KL 848', 'airline': 'KLM'}]",DA,Dep 21:09,2020-12-09
['AKL'],T1,B,32,21:25,"[{'no': 'CX 113', 'airline': 'CPA'}, {'no': 'BA 4551', 'airline': 'BAW'}, {'no': 'LX 9521', 'airline': 'SWR'}, {'no': 'AY 5101', 'airline': 'FIN'}, {'no': 'NZ 4994', 'airline': 'ANZ'}, {'no': 'LH 7021', 'airline': 'DLH'}, {'no': 'QR 3455', 'airline': 'QTR'}]",DA,Dep 21:26,2020-12-09
"['GUM', 'LAX']",T1,,7,21:25,"[{'no': 'UA 2851', 'airline': 'UAL'}]",DA,Dep 00:50 (10/12/2020),2020-12-09
['MAA'],T1,B,23,21:30,"[{'no': 'CX 631', 'airline': 'CPA'}, {'no': 'JL 7915', 'airline': 'JAL'}, {'no': 'AA 8949', 'airline': 'AAL'}, {'no': 'QF 8254', 'airline': 'QFA'}]",DA,Dep 21:28,2020-12-09
['TPE'],T1,,7,21:40,"[{'no': 'CI 928', 'airline': 'CAL'}]",DA,Dep 21:21,2020-12-09
"['BKK', 'AMS']",T1,,9,21:45,"[{'no': 'KL 820', 'airline': 'KLM'}]",DA,Dep 21:42,2020-12-09
['HGH'],T1,K,,21:50,"[{'no': 'HX 128', 'airline': 'CRK'}, {'no': 'HU 8518', 'airline': 'CHH'}]",DA,Dep 21:53,2020-12-09
['TPE'],T1,,29,22:40,"[{'no': 'CI 922', 'airline': 'CAL'}]",DA,Dep 22:20,2020-12-09
['ADD'],T1,,47,22:40,"[{'no': 'ET 645', 'airline': 'ETH'}]",DA,Dep 22:20,2020-12-09
"['CCU', 'DEL']",T1,,,22:50,"[{'no': '5M 788', 'airline': 'HFM'}]",DA,Dep 08:40 (10/12/2020),2020-12-09
['HAN'],T1,B,,23:20,"[{'no': 'CX 2743', 'airline': 'CPA'}]",DA,Dep 23:18,2020-12-09
['LHR'],T1,J,43,23:45,"[{'no': 'BA 028', 'airline': 'BAW'}]",DA,Dep 23:42,2020-12-09
['LHR'],T1,E,27,23:50,"[{'no': 'VS 207', 'airline': 'VIR'}]",DA,Dep 23:48,2020-12-09
['LHR'],T1,B,28,23:55,"[{'no': 'CX 251', 'airline': 'CPA'}]",DA,Dep 23:59,2020-12-09
['LAX'],T1,B,41,00:15,"[{'no': 'CX 880', 'airline': 'CPA'}, {'no': 'AA 8933', 'airline': 'AAL'}, {'no': 'MH 9190', 'airline': 'MAS'}]",DA,Dep 00:16,2020-12-10
['DXB'],T1,,,00:40,"[{'no': 'EK 2525', 'airline': 'UAE'}]",DA,Dep 00:24,2020-12-10
['AMS'],T1,B,4,00:50,"[{'no': 'CX 271', 'airline': 'CPA'}]",DA,Dep 00:52,2020-12-10
['LHR'],T1,B,23,01:00,"[{'no': 'CX 255', 'airline': 'CPA'}]",DA,Dep 01:14,2020-12-10
['YVR'],T1,B,24,01:00,"[{'no': 'CX 888', 'airline': 'CPA'}]",DA,Dep 01:04,2020-12-10
['LHR'],T1,,5,01:10,"[{'no': 'BA 032F', 'airline': 'BAW'}]",DA,Dep 01:10,2020-12-10
['SIN'],T1,,32,01:25,"[{'no': 'SQ 857', 'airline': 'SIA'}, {'no': 'MK 8205', 'airline': 'MAU'}, {'no': 'VA 5640', 'airline': 'VOZ'}]",DA,Dep 00:39,2020-12-10
['TLV'],T1,B,62,01:30,"[{'no': 'CX 675', 'airline': 'CPA'}]",DA,Dep 01:30,2020-12-10
['ICN'],T1,,27,02:00,"[{'no': 'OZ 7463', 'airline': 'AAR'}]",DA,Dep 02:01,2020-12-10
['ZRH'],T1,F,31,02:30,"[{'no': 'LX 139', 'airline': 'SWR'}]",DA,Dep 02:21,2020-12-10
['ICN'],T1,,29,03:00,"[{'no': 'KE 612', 'airline': 'KAL'}, {'no': 'DL 9041', 'airline': 'DAL'}]",DA,Dep 03:11,2020-12-10
['JFK'],T1,B,26,03:20,"[{'no': 'CX 844', 'airline': 'CPA'}, {'no': 'AA 8916', 'airline': 'AAL'}, {'no': 'MH 9210', 'airline': 'MAS'}]",DA,Dep 04:17,2020-12-10
['SGN'],T1,B,3,03:35,"[{'no': 'CX 721', 'airline': 'CPA'}, {'no': 'AC 9767', 'airline': 'ACA'}, {'no': 'AA 8952', 'airline': 'AAL'}, {'no': 'QR 3467', 'airline': 'QTR'}, {'no': 'VN 3565', 'airline': 'HVN'}, {'no': 'JL 7919', 'airline': 'JAL'}]",DA,Dep 03:26,2020-12-10
['ICN'],T1,,27,04:00,"[{'no': 'KE 8608', 'airline': 'KAL'}]",DA,Dep 04:02,2020-12-10
['VKO'],TT,,,05:00,"[{'no': 'RL 9954', 'airline': 'ABG'}]",DA,Dep 04:25,2020-12-10
['SYD'],T1,K,,05:00,"[{'no': 'HX 2017', 'airline': 'CRK'}]",DA,Dep 04:47,2020-12-10
"['ICN', 'MEX']",TT,,32,05:55,"[{'no': 'AM 9023', 'airline': 'AMX'}]",DA,Dep 05:50,2020-12-10
['SGN'],T1,,29,05:55,"[{'no': 'VN 595', 'airline': 'HVN'}, {'no': 'CX 1763', 'airline': 'CPA'}]",DA,Dep 05:39,2020-12-10
['SVO'],TT,,,07:00,"[{'no': 'RL 9974', 'airline': 'ABG'}]",DA,Dep 06:52,2020-12-10
